Year;Actual_Yield;Predicted_Yield;Data_Type
1961;7213;9290.499003739596;Train
1962;5434;6554.493685238405;Train
1963;7676;7767.393765635709;Train
1964;9039;7890.296974170736;Train
1965;5754;7258.67546587746;Train
1966;8732;8050.701246418368;Train
1967;7237;9670.195935442298;Train
1968;7248;7432.143636727244;Train
1969;5574;6301.613377995628;Train
1970;5469;6517.106849422457;Train
1971;6330;7139.984684972021;Train
1972;5320;6217.809721852525;Train
1973;6090;7131.845676619642;Train
1974;6710;7633.361075498952;Train
1975;6968;11093.374173570643;Train
1976;7419;8214.513438849357;Train
1977;7548;10686.563121301398;Train
1978;7677;8242.715631922818;Train
1979;7665;8389.73713396778;Train
1980;6061;7029.713669567235;Train
1981;7175;7836.319022767858;Train
1982;6487;9594.715191069872;Train
1983;8774;9390.282936167101;Train
1984;6294;8616.257606834643;Train
1985;5667;7321.662597162683;Train
1986;7857;8628.95754182704;Train
1987;6357;7531.501536643583;Train
1988;5000;8519.210276414642;Train
1989;10778;10959.016957379523;Train
1990;6667;9130.09846389353;Train
1991;7782;9453.497389856631;Train
1992;8292;9702.043189881471;Train
1993;9845;9819.213680136727;Train
1994;8140;10657.224314636793;Train
1995;11132;10516.359176759632;Train
1996;10614;10219.827106018234;Train
1997;10987;10908.636064782446;Train
1998;12721;12098.82620967914;Train
1999;14202;13761.353001368283;Train
2000;14123;14183.890879476357;Train
2001;14882;14235.12041746245;Train
2002;15387;15162.71915590868;Train
2003;15130;14778.942655263867;Train
2004;14935;15169.883781615115;Train
2005;16706;15724.756178232381;Train
2006;17075;16309.851970967684;Train
2007;18890;18439.467904424964;Train
2008;19388;18849.745772200837;Train
2009;21978;21065.009057692307;Train
2010;23111;22137.773499999996;Train
2011;24221;21846.224090820277;Train
1961;19781;19560.032243703994;Train
1962;19045;19969.862649064115;Train
1963;21778;23145.51765430501;Train
1964;21825;23572.188454843155;Train
1965;17567;21609.576122195456;Train
1966;22016;19105.28726440588;Train
1967;22782;24475.127433661142;Train
1968;26666;24603.931206998936;Train
1969;26122;24879.068952169946;Train
1970;24598;24727.471504050387;Train
1971;25797;24979.053211297385;Train
1972;23196;24666.62056668938;Train
1973;25139;24644.60488552534;Train
1974;24255;24389.590742975455;Train
1975;22846;23561.557990829493;Train
1976;23816;24379.525588798006;Train
1977;22463;24532.930947179546;Train
1978;24619;25153.472389074755;Train
1979;25732;25195.632521670163;Train
1980;24043;25097.8245864551;Train
1981;26386;25288.740320297275;Train
1982;24547;25168.510586641463;Train
1983;24918;26078.751454265253;Train
1984;27542;26303.361697233602;Train
1985;27631;25874.341826410404;Train
1986;28186;25662.644659104706;Train
1987;25771;25086.99797923534;Train
1988;30229;25859.96020229271;Train
1989;26099;24124.87208705775;Train
1990;24985;26384.265123906385;Train
1991;23637;27050.67392497686;Train
1992;22347;24498.273823208827;Train
1993;28493;27379.698172568944;Train
1994;19965;22929.645379942387;Train
1995;26795;26455.937995906846;Train
1996;29200;28017.714965079456;Train
1997;28833;28380.863621294404;Train
1998;28306;27677.535470746123;Train
1999;30704;29715.41903211936;Train
2000;29263;29265.43665845536;Train
2001;30039;29854.04051492939;Train
2002;30383;30639.661294742687;Train
2003;26529;29482.484712257145;Train
2004;31612;30841.47219721928;Train
2005;34399;31483.02632295997;Train
2006;29864;30435.390404744605;Train
2007;29493;30463.148083460397;Train
2008;33199;31146.61014687912;Train
2009;32495;31033.436038096737;Train
2010;30570;30562.66472747155;Train
2011;35713;32588.8155715415;Train
1992;11533;16418.054671588496;Train
1993;15546;16276.655978713365;Train
1994;11824;13695.049278016766;Train
1995;13109;13307.78500402184;Train
1996;15133;15340.112696338272;Train
1997;9917;13538.027360623013;Train
1998;10897;16496.69792120723;Train
1999;11333;13444.460140313648;Train
2000;13189;13604.428438352717;Train
2001;12213;13780.220762541394;Train
2002;13492;14761.742673815037;Train
2003;16435;16212.010630942199;Train
2004;19546;18476.524869843925;Train
2005;17730;22798.06490784804;Train
2006;19196;20235.184035015995;Train
2007;21195;22414.368246020265;Train
2008;22074;23293.188815275334;Train
2009;18604;22780.964142703757;Train
2010;21352;22788.185683218268;Train
2011;20956;23218.42690678215;Train
2000;44406;39329.46528571428;Train
2001;41227;38261.85886904762;Train
2002;47148;45715.98058552291;Train
2003;42532;43247.9634606526;Train
2004;48396;46105.52544823069;Train
2005;42814;43553.09724333869;Train
2006;38545;41199.32463331826;Train
2007;46949;44981.789345800215;Train
2008;46071;44568.11389685262;Train
2009;44708;43761.74881603749;Train
2010;42268;40073.12393231142;Train
2011;50141;46701.3305810653;Train
1961;10747;9472.351212643758;Train
1962;8344;9463.86843903795;Train
1963;9624;9645.135265806997;Train
1964;12186;9734.065124628103;Train
1965;7783;9685.80034179301;Train
1966;12346;12035.296315132133;Train
1967;11416;13519.711148802897;Train
1968;11896;12974.324355520424;Train
1969;12201;12696.634706414372;Train
1970;12141;12480.66746699763;Train
1971;14057;13069.313589812282;Train
1972;12897;13299.770812338773;Train
1973;12091;12781.097874278059;Train
1974;10981;12504.396014986245;Train
1975;10593;12454.82242593363;Train
1976;12066;12934.331931084675;Train
1977;11318;12261.364458807646;Train
1978;10613;11845.629763127195;Train
1979;10876;15296.968062062964;Train
1980;8598;11189.483818012895;Train
1981;11051;13284.16934325357;Train
1982;11626;13450.874657812903;Train
1983;10456;12983.789234271628;Train
1984;10572;13216.299848823626;Train
1985;11027;14020.378657067682;Train
1986;12436;13775.97758100331;Train
1987;8643;11699.827981707836;Train
1988;9785;12627.640357822085;Train
1989;13762;14171.882109922639;Train
1990;10499;14480.008030686286;Train
1991;11702;15731.219756655795;Train
1992;11826;11959.76594237402;Train
1993;9081;10284.152150363534;Train
1994;10507;10928.59083111403;Train
1995;11662;11417.357859284002;Train
1996;8062;9480.15701377865;Train
1997;10454;10339.889321109033;Train
1998;9404;10390.023100080167;Train
1999;10848;11643.73030665376;Train
2000;7526;10386.36932880026;Train
2001;12392;12178.789537660014;Train
2002;12089;13951.189715190932;Train
2003;15131;17234.475503536527;Train
2004;18686;18123.52323152071;Train
2005;15645;17066.11584451627;Train
2006;15776;16235.086245375198;Train
2007;13320;15613.489740474724;Train
2008;16262;16329.605531528035;Train
2009;16551;16520.822670826652;Train
2010;18197;18180.38761577066;Train
2011;14324;15796.546120353692;Train
1992;7902;9786.029989906468;Train
1993;7844;10652.974269809618;Train
1994;8489;11002.41513734134;Train
1995;10416;13530.477666666102;Train
1996;10163;15429.122897492229;Train
1997;9812;11814.38698049249;Train
1998;10238;11900.295611017638;Train
1999;10978;12580.444614417014;Train
2000;8488;10268.0751984127;Train
2001;10211;11278.700765873014;Train
2002;11389;11717.151785714286;Train
2003;5944;9446.390346916973;Train
2004;15400;15644.731929315825;Train
2005;14464;14879.884613839635;Train
2006;16381;17667.7140328131;Train
2007;17073;17640.256010085825;Train
2008;17037;17970.2935487013;Train
2009;19304;19038.076311346547;Train
2010;16312;21029.645249102145;Train
2011;15396;16099.523746040652;Train
1961;20601;18918.01113369559;Train
1962;18711;19380.40702770465;Train
1963;20827;20262.711298891794;Train
1964;22307;21181.499873711746;Train
1965;23066;22257.344190508175;Train
1966;24772;23546.9482901166;Train
1967;23709;22855.226713564898;Train
1968;25585;23311.800673386453;Train
1969;20676;18601.869697897873;Train
1970;28685;24061.723611013447;Train
1971;24577;21219.301385628245;Train
1972;25100;24605.053446440492;Train
1973;24501;23046.33201807844;Train
1974;27959;23383.440012921877;Train
1975;22271;20409.202289986562;Train
1976;17469;19140.857804052037;Train
1977;25156;24361.328240637697;Train
1978;27076;24976.57885859245;Train
1979;26618;24895.17867128684;Train
1980;25034;23744.727131458385;Train
1981;29060;22696.5934058575;Train
1982;35616;29216.045772323963;Train
1983;28008;26627.945397015443;Train
1984;36096;29865.205738865818;Train
1985;36205;28077.52393434973;Train
1986;36779;29142.022452376572;Train
1987;32342;24880.468312323173;Train
1988;37318;28986.541825047996;Train
1989;36959;31157.59738655456;Train
1990;37458;34194.304474664226;Train
1991;33614;31494.929506474324;Train
1992;33008;32081.654980756986;Train
1993;38678;33695.61686476375;Train
1994;34838;32435.77475190106;Train
1995;33964;32418.231408633597;Train
1996;36750;32637.48126624243;Train
1997;39615;35319.16985587093;Train
1998;40443;32225.50542098119;Train
1999;39551;34419.3646276721;Train
2000;42486;37773.315646931864;Train
2001;40383;33769.87661419903;Train
2002;39907;35097.28548534835;Train
2003;39119;35003.705056960534;Train
2004;39742;38681.749629445054;Train
2005;39410;35381.156206037005;Train
2006;35264;37246.43938694867;Train
2007;38565;37726.74660491404;Train
2008;41634;36181.53737914179;Train
2009;41586;34323.675848073945;Train
2010;35268;30361.662394306106;Train
2011;38942;33678.23719888642;Train
1992;14451;14021.28861065015;Train
1993;12643;13933.713503532577;Train
1994;14096;13981.762034720176;Train
1995;14559;13798.910936442888;Train
1996;14176;13337.253946026245;Train
1997;12415;13188.179994458485;Train
1998;9715;12674.898820488695;Train
1999;12981;13166.081611632368;Train
2000;15265;13827.557573513042;Train
2001;15525;13852.468843458195;Train
2002;13160;13684.86339072633;Train
2003;14393;13799.005343249697;Train
2004;10342;13092.384756367703;Train
2005;15028;13841.840401413803;Train
2006;13261;13733.835358642666;Train
2007;17198;15882.329715279604;Train
2008;14227;15380.138825317477;Train
2009;15275;15964.163476524896;Train
2010;17456;17077.127383312156;Train
2011;17836;17181.757763543035;Train
1961;13739;15887.511009496066;Train
1962;12903;14983.229312478501;Train
1963;15943;15708.296416666666;Train
1964;11958;15182.077036231882;Train
1965;17296;18067.57098214286;Train
1966;15752;16997.507440476194;Train
1967;13653;18184.611010162822;Train
1968;14081;16168.519152445595;Train
1969;13390;15533.263639239496;Train
1970;18900;18363.336291228377;Train
1971;16127;16836.12504648986;Train
1972;15065;16717.807173774127;Train
1973;14607;15894.22380142272;Train
1974;11057;18383.78690007021;Train
1975;14012;15988.997311085031;Train
1976;17987;19045.691228758173;Train
1977;15873;19251.861386645898;Train
1978;16833;17279.86643053944;Train
1979;15787;18205.012822464323;Train
1980;18000;17398.282066335516;Train
1981;12949;19275.189499823005;Train
1982;15373;16389.942881397077;Train
1983;17748;20309.80754225391;Train
1984;18041;17921.8425898726;Train
1985;17962;16922.662008055668;Train
1986;19624;18339.665386447195;Train
1987;11763;14532.085490324882;Train
1988;19074;19235.08275459445;Train
1989;21904;20073.16788962201;Train
1990;21498;23417.164178282943;Train
1991;18566;19687.919032729893;Train
1992;19289;20178.176513923245;Train
1993;21352;21128.91899924235;Train
1994;19880;20530.935172929774;Train
1995;22105;23050.05547241943;Train
1996;22003;22206.639447436148;Train
1997;22714;22704.668036003946;Train
1998;18009;21401.052394737537;Train
1999;24492;23549.22405010667;Train
2000;24385;23920.70555543642;Train
2001;24427;23939.546505104285;Train
2002;26178;24025.61251516497;Train
2003;21512;22670.63192480783;Train
2004;22689;23259.357941709426;Train
2005;25699;24367.029622377002;Train
2006;20561;22366.278582305913;Train
2007;25700;25802.117155890377;Train
2008;26122;28455.568414856476;Train
2009;28610;26654.844026799878;Train
2010;26155;26622.308600874418;Train
2011;27594;27938.446157532904;Train
1961;16099;14412.290863859294;Train
1962;15529;15043.825784288258;Train
1963;18927;18349.177871680273;Train
1964;16737;16361.766566499313;Train
1965;19515;16964.085276624377;Train
1966;19762;17517.240765827974;Train
1967;20190;18714.499797340894;Train
1968;21328;22069.875166936563;Train
1969;21537;22226.25141476273;Train
1970;22218;22875.650100376843;Train
1971;24877;23992.536417076382;Train
1972;23877;24752.75771459462;Train
1973;23142;23660.98682525516;Train
1974;23873;22978.935209211813;Train
1975;23069;21048.656685427097;Train
1976;15379;16262.053807529113;Train
1977;26141;23318.406804321512;Train
1978;26926;27253.333364858157;Train
1979;25955;27837.233778696307;Train
1980;28924;28419.7149863479;Train
1981;30515;29353.066058402892;Train
1982;32336;27542.437887326138;Train
1983;26050;28249.409408405976;Train
1984;30278;30708.638457001292;Train
1985;32446;29716.269700004108;Train
1986;31083;31822.98476675936;Train
1987;34884;32846.94918143658;Train
1988;36622;34084.07166896583;Train
1989;28508;28351.6527650392;Train
1990;29079;30211.259785714283;Train
1991;32163;32442.452959249084;Train
1992;36543;35396.94061111111;Train
1993;36008;35797.81217063492;Train
1994;33530;33958.64472817461;Train
1995;34735;33843.322748015875;Train
1996;36175;36007.927183344436;Train
1997;39785;38466.125633511096;Train
1998;37356;37988.01174100083;Train
1999;39736;39141.3545040051;Train
2000;39599;39048.54051322506;Train
2001;37439;38948.22292321936;Train
2002;42380;40838.108372474766;Train
2003;40361;40044.92404957036;Train
2004;45416;43762.103554657064;Train
2005;42223;41158.7419238211;Train
2006;40191;40345.012999921884;Train
2007;45335;43168.72113265802;Train
2008;43519;41796.05905357925;Train
2009;43786;39741.22401234625;Train
2010;42157;42238.75914561222;Train
2011;46899;42559.518004045545;Train
1961;18059;22546.70172576787;Train
1962;22508;23700.705359619176;Train
1963;23144;22896.806390112604;Train
1964;20981;22109.734956469885;Train
1965;20519;23931.305555449006;Train
1966;22206;24111.625878851326;Train
1967;25381;24347.265650741945;Train
1968;23910;23615.552480003014;Train
1969;20800;22694.09512570189;Train
1970;23189;24742.051409688294;Train
1971;20288;20778.255163936316;Train
1972;23641;22561.118503134367;Train
1973;22173;22558.104113581136;Train
1974;25354;25326.08566269788;Train
1975;18720;21346.618628324097;Train
1976;16387;19411.710656290554;Train
1977;21963;23097.930292540666;Train
1978;22793;23180.79438358629;Train
1979;25685;26105.35419683306;Train
1980;20933;24337.745987097915;Train
1981;24144;26958.48925640344;Train
1982;21737;22925.354166278554;Train
1983;18241;23450.686645374615;Train
1984;27283;27352.165421576443;Train
1985;29325;28731.529294748325;Train
1986;26259;28601.14117910602;Train
1987;29221;30046.59151957648;Train
1988;29717;29899.617059296794;Train
1989;26497;27278.66636222728;Train
1990;25776;28580.96016071428;Train
1991;29846;30857.961084365794;Train
1992;30193;32071.66403092904;Train
1993;39254;36652.153271702155;Train
1994;32951;34144.80392491116;Train
1995;31406;33390.57174990451;Train
1996;39010;37004.161765101744;Train
1997;38406;38095.98755357714;Train
1998;38139;38748.021385688975;Train
1999;37499;38849.687430174716;Train
2000;43344;41051.98004413332;Train
2001;40776;40198.75425306531;Train
2002;39123;40502.13418580157;Train
2003;34518;36822.507174706385;Train
2004;44176;42904.06266086965;Train
2005;41980;41845.025568441604;Train
2006;36568;38121.99163533875;Train
2007;42347;41794.2100532809;Train
2008;43761;40689.559807547506;Train
2009;44305;41193.957878060326;Train
2010;39876;40606.651195074905;Train
2011;45757;43162.35192841866;Train
1961;7121;9690.771002649015;Train
1962;7171;9509.586986350701;Train
1963;8112;9717.670375977461;Train
1964;9337;10153.16505411411;Train
1965;9277;10168.584335379934;Train
1966;9683;10274.302401026662;Train
1967;10620;11243.01912188625;Train
1968;11144;11131.361504042903;Train
1969;12223;12036.141392445727;Train
1970;12903;12333.606232563789;Train
1971;13072;12490.85524414584;Train
1972;13174;12540.662457735229;Train
1973;13679;13500.36746284378;Train
1974;13893;13714.848327577993;Train
1975;15324;14271.749980469474;Train
1976;15662;14314.013228927748;Train
1977;14636;14202.049907743609;Train
1978;14139;14671.387079664222;Train
1979;15365;15766.920913269178;Train
1980;16677;15001.103516384646;Train
1981;17032;16328.636291066396;Train
1982;16468;16286.52003396834;Train
1983;17734;16988.667963477776;Train
1984;17814;17622.008496253136;Train
1985;18286;17792.84169855833;Train
1986;18546;18071.006530238352;Train
1987;18296;17746.317162270137;Train
1988;18127;18068.406051774014;Train
1989;20500;19110.812299422185;Train
1990;18947;19747.684919950738;Train
1991;20218;20284.899308118125;Train
1992;20432;20370.707822007014;Train
1993;20248;19473.687337794494;Train
1994;20048;20171.11097399012;Train
1995;20059;19723.812950379106;Train
1996;20058;20632.116007189838;Train
1997;19177;19772.040740500088;Train
1998;20247;20358.17367872992;Train
1999;19905;19716.178803123657;Train
2000;20723;20466.99095734787;Train
2001;20463;19815.670486280324;Train
2002;19389;19918.271230609695;Train
2003;20666;20321.064387644594;Train
2004;20264;20305.350436824927;Train
2005;20068;20185.84431279048;Train
2006;19841;20375.366279496804;Train
2007;20639;20099.83756825522;Train
2008;20115;20330.997156102865;Train
2009;20701;21761.6447879457;Train
2010;20684;20575.085535180373;Train
2011;20216;21612.14557066413;Train
1961;6807;9143.668868681574;Train
1962;9013;9494.020363697518;Train
1963;8737;9429.751854823522;Train
1964;7861;9557.418013329787;Train
1965;7188;9627.514640715779;Train
1966;12266;10946.846158995462;Train
1967;8934;11140.700642888358;Train
1968;8915;11563.056387983559;Train
1969;11346;12204.88564488503;Train
1970;10418;12460.266566632907;Train
1971;11572;12009.958006016011;Train
1972;12372;13291.856148267989;Train
1973;10936;12215.896478939801;Train
1974;12591;14076.988131303726;Train
1975;12538;13518.541241808598;Train
1976;12094;13782.072152012062;Train
1977;13479;14258.35379867096;Train
1978;16235;15955.816307738018;Train
1979;14427;14593.56578152162;Train
1980;14998;22653.0363461499;Train
1981;18280;16385.911389163834;Train
1982;17386;17105.52509244535;Train
1983;15948;18456.41147644155;Train
1984;20198;18202.87620003626;Train
1985;19621;16824.08792411291;Train
1986;18663;17665.867469319313;Train
1987;16008;15349.513982647333;Train
1988;18502;17521.961274281715;Train
1989;18601;16787.024576167583;Train
1990;17077;16902.358685927473;Train
1991;14475;14001.484963276402;Train
1992;16850;14474.17807557758;Train
1993;13310;13496.073975031022;Train
1994;12767;13847.121475973168;Train
1995;15775;16343.05807378697;Train
1996;21201;19918.087789010777;Train
1997;17934;18484.87330538706;Train
1998;21804;19528.52746359616;Train
1999;21242;20401.13770181078;Train
2000;18474;20293.182477389248;Train
2001;25050;21577.88766496173;Train
2002;22122;21626.520185898047;Train
2003;18587;21227.577584140887;Train
2004;25321;22882.04937268215;Train
2005;25878;23633.532949700253;Train
2006;24994;23550.673878262212;Train
